Gen;Avg Gen Fitness;Fit of Gen best;Fit of Total Best;total best contact cnt;total best overlaps cnt;crossover rate;mutation rate
437;9,670000;10,000000;10,000000;10;0;0,000000;0,000000
438;9,814524;10,000000;10,000000;10;0;0,000000;0,000000
439;9,813542;10,000000;10,000000;10;0;0,000000;0,000000
440;9,788095;10,000000;10,000000;10;0;0,000000;0,000000
441;9,772857;10,000000;10,000000;10;0;0,000000;0,000000
442;9,730000;10,000000;10,000000;10;0;0,000000;0,000000
443;9,646875;10,000000;10,000000;10;0;0,000000;0,000000
444;9,745000;10,000000;10,000000;10;0;0,000000;0,000000
445;9,830000;10,000000;10,000000;10;0;0,000000;0,000000
446;9,850000;10,000000;10,000000;10;0;0,000000;0,000000
447;9,821250;10,000000;10,000000;10;0;0,000000;0,000000
448;9,794444;10,000000;10,000000;10;0;0,000000;0,000000
449;9,835000;10,000000;10,000000;10;0;0,000000;0,000000
450;9,865000;10,000000;10,000000;10;0;0,000000;0,000000
451;9,773333;10,000000;10,000000;10;0;0,000000;0,000000
452;9,798333;10,000000;10,000000;10;0;0,000000;0,000000
453;9,750556;10,000000;10,000000;10;0;0,000000;0,000000
454;9,880444;10,000000;10,000000;10;0;0,000000;0,000000
455;9,673587;10,000000;10,000000;10;0;0,000000;0,000000
456;9,774444;10,000000;10,000000;10;0;0,000000;0,000000
457;9,698333;10,000000;10,000000;10;0;0,000000;0,000000
458;9,756333;10,000000;10,000000;10;0;0,000000;0,000000
459;9,805667;10,000000;10,000000;10;0;0,000000;0,000000
460;9,862000;10,000000;10,000000;10;0;0,000000;0,000000
461;9,773000;10,000000;10,000000;10;0;0,000000;0,000000
462;9,733333;10,000000;10,000000;10;0;0,000000;0,000000
463;9,800000;10,000000;10,000000;10;0;0,000000;0,000000
464;9,765667;10,000000;10,000000;10;0;0,000000;0,000000
465;9,770000;10,000000;10,000000;10;0;0,000000;0,000000
466;9,832000;10,000000;10,000000;10;0;0,000000;0,000000
467;9,839444;10,000000;10,000000;10;0;0,000000;0,000000
468;9,945000;10,000000;10,000000;10;0;0,000000;0,000000
469;9,848571;10,000000;10,000000;10;0;0,000000;0,000000
470;9,870000;10,000000;10,000000;10;0;0,000000;0,000000
471;9,756667;10,000000;10,000000;10;0;0,000000;0,000000
472;9,806333;10,000000;10,000000;10;0;0,000000;0,000000
473;9,865000;10,000000;10,000000;10;0;0,000000;0,000000
474;9,915000;10,000000;10,000000;10;0;0,000000;0,000000
475;9,837000;10,000000;10,000000;10;0;0,000000;0,000000
476;9,880000;10,000000;10,000000;10;0;0,000000;0,000000
477;9,865000;10,000000;10,000000;10;0;0,000000;0,000000
478;9,746667;10,000000;10,000000;10;0;0,000000;0,000000
479;9,770000;10,000000;10,000000;10;0;0,000000;0,000000
480;9,702143;10,000000;10,000000;10;0;0,000000;0,000000
481;9,738571;10,000000;10,000000;10;0;0,000000;0,000000
482;9,750000;10,000000;10,000000;10;0;0,000000;0,000000
483;9,665958;10,000000;10,000000;10;0;0,000000;0,000000
484;9,679500;10,000000;10,000000;10;0;0,000000;0,000000
485;9,771667;10,000000;10,000000;10;0;0,000000;0,000000
486;9,736667;10,000000;10,000000;10;0;0,000000;0,000000
487;9,670000;10,000000;10,000000;10;0;0,000000;0,000000
488;9,605000;10,000000;10,000000;10;0;0,000000;0,000000
489;9,629167;10,000000;10,000000;10;0;0,000000;0,000000
490;9,618333;10,000000;10,000000;10;0;0,000000;0,000000
491;9,541250;10,000000;10,000000;10;0;0,000000;0,000000
492;9,693750;10,000000;10,000000;10;0;0,000000;0,000000
493;9,557000;10,000000;10,000000;10;0;0,000000;0,000000
494;9,612000;10,000000;10,000000;10;0;0,000000;0,000000
495;9,657000;10,000000;10,000000;10;0;0,000000;0,000000
496;9,640000;10,000000;10,000000;10;0;0,000000;0,000000
497;9,592143;10,000000;10,000000;10;0;0,000000;0,000000
498;9,520143;10,000000;10,000000;10;0;0,000000;0,000000
499;9,429167;10,000000;10,000000;10;0;0,000000;0,000000
500;9,503333;10,000000;10,000000;10;0;0,000000;0,000000
501;9,595833;10,000000;10,000000;10;0;0,000000;0,000000
502;9,685000;10,000000;10,000000;10;0;0,000000;0,000000
503;9,691667;10,000000;10,000000;10;0;0,000000;0,000000
504;9,657500;10,000000;10,000000;10;0;0,000000;0,000000
505;9,687857;10,000000;10,000000;10;0;0,000000;0,000000
506;9,741875;10,000000;10,000000;10;0;0,000000;0,000000
507;9,815000;10,000000;10,000000;10;0;0,000000;0,000000
508;9,646000;10,000000;10,000000;10;0;0,000000;0,000000
509;9,734000;10,000000;10,000000;10;0;0,000000;0,000000
510;9,700000;10,000000;10,000000;10;0;0,000000;0,000000
511;9,730571;10,000000;10,000000;10;0;0,000000;0,000000
512;9,754000;10,000000;10,000000;10;0;0,000000;0,000000
513;9,815000;10,000000;10,000000;10;0;0,000000;0,000000
514;9,770000;10,000000;10,000000;10;0;0,000000;0,000000
515;9,703125;10,000000;10,000000;10;0;0,000000;0,000000
516;9,775000;10,000000;10,000000;10;0;0,000000;0,000000
517;9,695000;10,000000;10,000000;10;0;0,000000;0,000000
518;9,645000;10,000000;10,000000;10;0;0,000000;0,000000
519;9,515917;10,000000;10,000000;10;0;0,000000;0,000000
520;9,589889;10,000000;10,000000;10;0;0,000000;0,000000
521;9,793000;10,000000;10,000000;10;0;0,000000;0,000000
522;9,776333;10,000000;10,000000;10;0;0,000000;0,000000
523;9,840000;10,000000;10,000000;10;0;0,000000;0,000000
524;9,850000;10,000000;10,000000;10;0;0,000000;0,000000
525;9,850000;10,000000;10,000000;10;0;0,000000;0,000000
526;9,748333;10,000000;10,000000;10;0;0,000000;0,000000
527;9,791667;10,000000;10,000000;10;0;0,000000;0,000000
528;9,691667;10,000000;10,000000;10;0;0,000000;0,000000
529;9,711667;10,000000;10,000000;10;0;0,000000;0,000000
530;9,670333;10,000000;10,000000;10;0;0,000000;0,000000
531;9,625556;10,000000;10,000000;10;0;0,000000;0,000000
532;9,659444;10,000000;10,000000;10;0;0,000000;0,000000
533;9,613333;10,000000;10,000000;10;0;0,000000;0,000000
534;9,708333;10,000000;10,000000;10;0;0,000000;0,000000
535;9,708000;10,000000;10,000000;10;0;0,000000;0,000000
536;9,733000;10,000000;10,000000;10;0;0,000000;0,000000
537;9,790000;10,000000;10,000000;10;0;0,000000;0,000000
538;9,740000;10,000000;10,000000;10;0;0,000000;0,000000
539;9,755000;10,000000;10,000000;10;0;0,000000;0,000000
540;9,558083;10,000000;10,000000;10;0;0,000000;0,000000
541;9,592690;10,000000;10,000000;10;0;0,000000;0,000000
542;9,718000;10,000000;10,000000;10;0;0,000000;0,000000
543;9,745000;10,000000;10,000000;10;0;0,000000;0,000000
544;9,743333;10,000000;10,000000;10;0;0,000000;0,000000
545;9,730000;10,000000;10,000000;10;0;0,000000;0,000000
546;9,707857;10,000000;10,000000;10;0;0,000000;0,000000
547;9,788304;10,000000;10,000000;10;0;0,000000;0,000000
548;9,838571;10,000000;10,000000;10;0;0,000000;0,000000
549;9,838571;10,000000;10,000000;10;0;0,000000;0,000000
550;9,755571;10,000000;10,000000;10;0;0,000000;0,000000
551;9,736667;10,000000;10,000000;10;0;0,000000;0,000000
552;9,815000;10,000000;10,000000;10;0;0,000000;0,000000
553;9,800000;10,000000;10,000000;10;0;0,000000;0,000000
554;9,792500;10,000000;10,000000;10;0;0,000000;0,000000
555;9,782000;10,000000;10,000000;10;0;0,000000;0,000000
556;9,755000;10,000000;10,000000;10;0;0,000000;0,000000
557;9,720000;10,000000;10,000000;10;0;0,000000;0,000000
558;9,575833;10,000000;10,000000;10;0;0,000000;0,000000
559;9,675000;10,000000;10,000000;10;0;0,000000;0,000000
560;9,791250;10,000000;10,000000;10;0;0,000000;0,000000
561;9,820000;10,000000;10,000000;10;0;0,000000;0,000000
562;9,737000;10,000000;10,000000;10;0;0,000000;0,000000
563;9,742143;10,000000;10,000000;10;0;0,000000;0,000000
564;9,810000;10,000000;10,000000;10;0;0,000000;0,000000
565;9,768333;10,000000;10,000000;10;0;0,000000;0,000000
566;9,875000;10,000000;10,000000;10;0;0,000000;0,000000
567;9,793333;10,000000;10,000000;10;0;0,000000;0,000000
568;9,803333;10,000000;10,000000;10;0;0,000000;0,000000
569;9,721667;10,000000;10,000000;10;0;0,000000;0,000000
570;9,806000;10,000000;10,000000;10;0;0,000000;0,000000
571;9,810000;10,000000;10,000000;10;0;0,000000;0,000000
572;9,860000;10,000000;10,000000;10;0;0,000000;0,000000
573;9,805000;10,000000;10,000000;10;0;0,000000;0,000000
574;9,670000;10,000000;10,000000;10;0;0,000000;0,000000
575;9,712500;10,000000;10,000000;10;0;0,000000;0,000000
576;9,729167;10,000000;10,000000;10;0;0,000000;0,000000
577;9,767500;10,000000;10,000000;10;0;0,000000;0,000000
578;9,641250;10,000000;10,000000;10;0;0,000000;0,000000
579;9,690000;10,000000;10,000000;10;0;0,000000;0,000000
580;9,603333;10,000000;10,000000;10;0;0,000000;0,000000
581;9,610000;10,000000;10,000000;10;0;0,000000;0,000000
582;9,716667;10,000000;10,000000;10;0;0,000000;0,000000
583;9,698333;10,000000;10,000000;10;0;0,000000;0,000000
584;9,800000;10,000000;10,000000;10;0;0,000000;0,000000
585;9,759444;10,000000;10,000000;10;0;0,000000;0,000000
586;9,654444;10,000000;10,000000;10;0;0,000000;0,000000
587;9,807500;10,000000;10,000000;10;0;0,000000;0,000000
588;9,827500;10,000000;10,000000;10;0;0,000000;0,000000
589;9,738667;10,000000;10,000000;10;0;0,000000;0,000000
590;9,785000;10,000000;10,000000;10;0;0,000000;0,000000
591;9,760000;10,000000;10,000000;10;0;0,000000;0,000000
592;9,780000;10,000000;10,000000;10;0;0,000000;0,000000
593;9,790000;10,000000;10,000000;10;0;0,000000;0,000000
594;9,811667;10,000000;10,000000;10;0;0,000000;0,000000
595;9,840000;10,000000;10,000000;10;0;0,000000;0,000000
596;9,855000;10,000000;10,000000;10;0;0,000000;0,000000
597;9,715000;10,000000;10,000000;10;0;0,000000;0,000000
598;9,865000;10,000000;10,000000;10;0;0,000000;0,000000
599;9,805000;10,000000;10,000000;10;0;0,000000;0,000000
600;9,870000;10,000000;10,000000;10;0;0,000000;0,000000
601;9,915000;10,000000;10,000000;10;0;0,000000;0,000000
602;9,840000;10,000000;10,000000;10;0;0,000000;0,000000
603;9,825833;10,000000;10,000000;10;0;0,000000;0,000000
604;9,840000;10,000000;10,000000;10;0;0,000000;0,000000
605;9,808333;10,000000;10,000000;10;0;0,000000;0,000000
606;9,760952;10,000000;10,000000;10;0;0,000000;0,000000
607;9,815000;10,000000;10,000000;10;0;0,000000;0,000000
608;9,829167;10,000000;10,000000;10;0;0,000000;0,000000
609;9,849444;10,000000;10,000000;10;0;0,000000;0,000000
610;9,870000;10,000000;10,000000;10;0;0,000000;0,000000
611;9,870000;10,000000;10,000000;10;0;0,000000;0,000000
612;9,786667;10,000000;10,000000;10;0;0,000000;0,000000
613;9,838333;10,000000;10,000000;10;0;0,000000;0,000000
614;9,807222;10,000000;10,000000;10;0;0,000000;0,000000
615;9,906667;10,000000;10,000000;10;0;0,000000;0,000000
616;9,885000;10,000000;10,000000;10;0;0,000000;0,000000
617;9,897000;10,000000;10,000000;10;0;0,000000;0,000000
618;9,793000;10,000000;10,000000;10;0;0,000000;0,000000
619;9,820000;10,000000;10,000000;10;0;0,000000;0,000000
620;9,820000;10,000000;10,000000;10;0;0,000000;0,000000
621;9,885000;10,000000;10,000000;10;0;0,000000;0,000000
622;9,895000;10,000000;10,000000;10;0;0,000000;0,000000
623;9,930000;10,000000;10,000000;10;0;0,000000;0,000000
624;9,935000;10,000000;10,000000;10;0;0,000000;0,000000
625;9,950000;10,000000;10,000000;10;0;0,000000;0,000000
626;9,860000;10,000000;10,000000;10;0;0,000000;0,000000
627;9,902500;10,000000;10,000000;10;0;0,000000;0,000000
628;9,774643;10,000000;10,000000;10;0;0,000000;0,000000
629;9,865571;10,000000;10,000000;10;0;0,000000;0,000000
630;9,956667;10,000000;10,000000;10;0;0,000000;0,000000
631;9,936667;10,000000;10,000000;10;0;0,000000;0,000000
632;9,853750;10,000000;10,000000;10;0;0,000000;0,000000
633;9,819167;10,000000;10,000000;10;0;0,000000;0,000000
634;9,918333;10,000000;10,000000;10;0;0,000000;0,000000
635;9,975000;10,000000;10,000000;10;0;0,000000;0,000000
636;9,923333;10,000000;10,000000;10;0;0,000000;0,000000
637;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
638;9,828333;10,000000;10,000000;10;0;0,000000;0,000000
639;9,940000;10,000000;10,000000;10;0;0,000000;0,000000
640;9,935000;10,000000;10,000000;10;0;0,000000;0,000000
641;9,935000;10,000000;10,000000;10;0;0,000000;0,000000
642;9,925000;10,000000;10,000000;10;0;0,000000;0,000000
643;9,940000;10,000000;10,000000;10;0;0,000000;0,000000
644;9,915000;10,000000;10,000000;10;0;0,000000;0,000000
645;9,920000;10,000000;10,000000;10;0;0,000000;0,000000
646;9,840000;10,000000;10,000000;10;0;0,000000;0,000000
647;9,850000;10,000000;10,000000;10;0;0,000000;0,000000
648;9,841667;10,000000;10,000000;10;0;0,000000;0,000000
649;9,866667;10,000000;10,000000;10;0;0,000000;0,000000
650;9,878333;10,000000;10,000000;10;0;0,000000;0,000000
651;9,850833;10,000000;10,000000;10;0;0,000000;0,000000
652;9,852500;10,000000;10,000000;10;0;0,000000;0,000000
653;9,920000;10,000000;10,000000;10;0;0,000000;0,000000
654;9,915000;10,000000;10,000000;10;0;0,000000;0,000000
655;9,885000;10,000000;10,000000;10;0;0,000000;0,000000
656;9,890000;10,000000;10,000000;10;0;0,000000;0,000000
657;9,780000;10,000000;10,000000;10;0;0,000000;0,000000
658;9,767143;10,000000;10,000000;10;0;0,000000;0,000000
659;9,780000;10,000000;10,000000;10;0;0,000000;0,000000
660;9,755000;10,000000;10,000000;10;0;0,000000;0,000000
661;9,840000;10,000000;10,000000;10;0;0,000000;0,000000
662;9,765000;10,000000;10,000000;10;0;0,000000;0,000000
663;9,733333;10,000000;10,000000;10;0;0,000000;0,000000
664;9,830000;10,000000;10,000000;10;0;0,000000;0,000000
665;9,805000;10,000000;10,000000;10;0;0,000000;0,000000
666;9,743333;10,000000;10,000000;10;0;0,000000;0,000000
667;9,700000;10,000000;10,000000;10;0;0,000000;0,000000
668;9,788333;10,000000;10,000000;10;0;0,000000;0,000000
669;9,855000;10,000000;10,000000;10;0;0,000000;0,000000
670;9,855000;10,000000;10,000000;10;0;0,000000;0,000000
671;9,850000;10,000000;10,000000;10;0;0,000000;0,000000
672;9,860000;10,000000;10,000000;10;0;0,000000;0,000000
673;9,926000;10,000000;10,000000;10;0;0,000000;0,000000
674;9,910167;10,000000;10,000000;10;0;0,000000;0,000000
675;9,870714;10,000000;10,000000;10;0;0,000000;0,000000
676;9,855000;10,000000;10,000000;10;0;0,000000;0,000000
677;9,921667;10,000000;10,000000;10;0;0,000000;0,000000
678;9,898333;10,000000;10,000000;10;0;0,000000;0,000000
679;9,825000;10,000000;10,000000;10;0;0,000000;0,000000
680;9,868333;10,000000;10,000000;10;0;0,000000;0,000000
681;9,887500;10,000000;10,000000;10;0;0,000000;0,000000
682;9,851667;10,000000;10,000000;10;0;0,000000;0,000000
683;9,955000;10,000000;10,000000;10;0;0,000000;0,000000
684;9,905000;10,000000;10,000000;10;0;0,000000;0,000000
685;9,872500;10,000000;10,000000;10;0;0,000000;0,000000
686;9,803071;10,000000;10,000000;10;0;0,000000;0,000000
687;9,888571;10,000000;10,000000;10;0;0,000000;0,000000
688;9,930000;10,000000;10,000000;10;0;0,000000;0,000000
689;9,920000;10,000000;10,000000;10;0;0,000000;0,000000
690;9,883889;10,000000;10,000000;10;0;0,000000;0,000000
691;9,922639;10,000000;10,000000;10;0;0,000000;0,000000
692;9,958750;10,000000;10,000000;10;0;0,000000;0,000000
693;9,943750;10,000000;10,000000;10;0;0,000000;0,000000
694;9,980000;10,000000;10,000000;10;0;0,000000;0,000000
695;9,980000;10,000000;10,000000;10;0;0,000000;0,000000
696;9,896250;10,000000;10,000000;10;0;0,000000;0,000000
697;9,851250;10,000000;10,000000;10;0;0,000000;0,000000
698;9,878750;10,000000;10,000000;10;0;0,000000;0,000000
699;9,847500;10,000000;10,000000;10;0;0,000000;0,000000
700;9,865833;10,000000;10,000000;10;0;0,000000;0,000000
701;9,905000;10,000000;10,000000;10;0;0,000000;0,000000
702;9,910000;10,000000;10,000000;10;0;0,000000;0,000000
703;9,945000;10,000000;10,000000;10;0;0,000000;0,000000
704;9,933000;10,000000;10,000000;10;0;0,000000;0,000000
705;9,938000;10,000000;10,000000;10;0;0,000000;0,000000
706;9,940000;10,000000;10,000000;10;0;0,000000;0,000000
707;9,980000;10,000000;10,000000;10;0;0,000000;0,000000
708;9,940000;10,000000;10,000000;10;0;0,000000;0,000000
709;9,920000;10,000000;10,000000;10;0;0,000000;0,000000
710;9,950000;10,000000;10,000000;10;0;0,000000;0,000000
711;9,848333;10,000000;10,000000;10;0;0,000000;0,000000
712;9,895000;10,000000;10,000000;10;0;0,000000;0,000000
713;9,911667;10,000000;10,000000;10;0;0,000000;0,000000
714;9,868333;10,000000;10,000000;10;0;0,000000;0,000000
715;9,906111;10,000000;10,000000;10;0;0,000000;0,000000
716;9,905000;10,000000;10,000000;10;0;0,000000;0,000000
717;9,915000;10,000000;10,000000;10;0;0,000000;0,000000
718;9,955000;10,000000;10,000000;10;0;0,000000;0,000000
719;9,916667;10,000000;10,000000;10;0;0,000000;0,000000
720;9,871667;10,000000;10,000000;10;0;0,000000;0,000000
721;9,773690;10,000000;10,000000;10;0;0,000000;0,000000
722;9,940000;10,000000;10,000000;10;0;0,000000;0,000000
723;9,955000;10,000000;10,000000;10;0;0,000000;0,000000
724;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
725;9,942000;10,000000;10,000000;10;0;0,000000;0,000000
726;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
727;9,915000;10,000000;10,000000;10;0;0,000000;0,000000
728;9,945000;10,000000;10,000000;10;0;0,000000;0,000000
729;9,935000;10,000000;10,000000;10;0;0,000000;0,000000
730;9,955000;10,000000;10,000000;10;0;0,000000;0,000000
731;9,970000;10,000000;10,000000;10;0;0,000000;0,000000
732;9,980000;10,000000;10,000000;10;0;0,000000;0,000000
733;9,935000;10,000000;10,000000;10;0;0,000000;0,000000
734;9,925000;10,000000;10,000000;10;0;0,000000;0,000000
735;9,955000;10,000000;10,000000;10;0;0,000000;0,000000
736;9,928571;10,000000;10,000000;10;0;0,000000;0,000000
737;9,948571;10,000000;10,000000;10;0;0,000000;0,000000
738;9,960000;10,000000;10,000000;10;0;0,000000;0,000000
739;9,915000;10,000000;10,000000;10;0;0,000000;0,000000
740;9,945000;10,000000;10,000000;10;0;0,000000;0,000000
741;9,920000;10,000000;10,000000;10;0;0,000000;0,000000
742;9,950000;10,000000;10,000000;10;0;0,000000;0,000000
743;9,975000;10,000000;10,000000;10;0;0,000000;0,000000
744;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
745;9,878333;10,000000;10,000000;10;0;0,000000;0,000000
746;9,887143;10,000000;10,000000;10;0;0,000000;0,000000
747;9,925000;10,000000;10,000000;10;0;0,000000;0,000000
748;9,925000;10,000000;10,000000;10;0;0,000000;0,000000
749;9,905000;10,000000;10,000000;10;0;0,000000;0,000000
750;9,905000;10,000000;10,000000;10;0;0,000000;0,000000
751;9,855000;10,000000;10,000000;10;0;0,000000;0,000000
752;9,865000;10,000000;10,000000;10;0;0,000000;0,000000
753;9,905000;10,000000;10,000000;10;0;0,000000;0,000000
754;9,920000;10,000000;10,000000;10;0;0,000000;0,000000
755;9,905000;10,000000;10,000000;10;0;0,000000;0,000000
756;9,866667;10,000000;10,000000;10;0;0,000000;0,000000
757;9,868333;10,000000;10,000000;10;0;0,000000;0,000000
758;9,751667;10,000000;10,000000;10;0;0,000000;0,000000
759;9,855000;10,000000;10,000000;10;0;0,000000;0,000000
760;9,930000;10,000000;10,000000;10;0;0,000000;0,000000
761;9,876667;10,000000;10,000000;10;0;0,000000;0,000000
762;9,895000;10,000000;10,000000;10;0;0,000000;0,000000
763;9,930000;10,000000;10,000000;10;0;0,000000;0,000000
764;9,915000;10,000000;10,000000;10;0;0,000000;0,000000
765;9,930000;10,000000;10,000000;10;0;0,000000;0,000000
766;9,895000;10,000000;10,000000;10;0;0,000000;0,000000
767;9,790000;10,000000;10,000000;10;0;0,000000;0,000000
768;9,834167;10,000000;10,000000;10;0;0,000000;0,000000
769;9,901667;10,000000;10,000000;10;0;0,000000;0,000000
770;9,936667;10,000000;10,000000;10;0;0,000000;0,000000
771;9,920000;10,000000;10,000000;10;0;0,000000;0,000000
772;9,930000;10,000000;10,000000;10;0;0,000000;0,000000
773;9,945000;10,000000;10,000000;10;0;0,000000;0,000000
774;9,940000;10,000000;10,000000;10;0;0,000000;0,000000
775;9,930000;10,000000;10,000000;10;0;0,000000;0,000000
776;9,890000;10,000000;10,000000;10;0;0,000000;0,000000
777;9,905000;10,000000;10,000000;10;0;0,000000;0,000000
778;9,870000;10,000000;10,000000;10;0;0,000000;0,000000
779;9,915000;10,000000;10,000000;10;0;0,000000;0,000000
780;9,910000;10,000000;10,000000;10;0;0,000000;0,000000
781;9,910000;10,000000;10,000000;10;0;0,000000;0,000000
782;9,895625;10,000000;10,000000;10;0;0,000000;0,000000
783;9,848000;10,000000;10,000000;10;0;0,000000;0,000000
784;9,796000;10,000000;10,000000;10;0;0,000000;0,000000
785;9,740000;10,000000;10,000000;10;0;0,000000;0,000000
786;9,930000;10,000000;10,000000;10;0;0,000000;0,000000
787;9,905000;10,000000;10,000000;10;0;0,000000;0,000000
788;9,885000;10,000000;10,000000;10;0;0,000000;0,000000
789;9,860000;10,000000;10,000000;10;0;0,000000;0,000000
790;9,875000;10,000000;10,000000;10;0;0,000000;0,000000
791;9,890000;10,000000;10,000000;10;0;0,000000;0,000000
792;9,882857;10,000000;10,000000;10;0;0,000000;0,000000
793;9,857232;10,000000;10,000000;10;0;0,000000;0,000000
794;9,920000;10,000000;10,000000;10;0;0,000000;0,000000
795;9,960000;10,000000;10,000000;10;0;0,000000;0,000000
796;9,925000;10,000000;10,000000;10;0;0,000000;0,000000
797;9,975000;10,000000;10,000000;10;0;0,000000;0,000000
798;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
799;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
800;9,956667;10,000000;10,000000;10;0;0,000000;0,000000
801;9,910000;10,000000;10,000000;10;0;0,000000;0,000000
802;9,905000;10,000000;10,000000;10;0;0,000000;0,000000
803;9,895000;10,000000;10,000000;10;0;0,000000;0,000000
804;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
805;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
806;9,985000;10,000000;10,000000;10;0;0,000000;0,000000
807;9,990000;10,000000;10,000000;10;0;0,000000;0,000000
808;9,990000;10,000000;10,000000;10;0;0,000000;0,000000
809;9,985000;10,000000;10,000000;10;0;0,000000;0,000000
810;9,985000;10,000000;10,000000;10;0;0,000000;0,000000
811;9,970000;10,000000;10,000000;10;0;0,000000;0,000000
812;9,945000;10,000000;10,000000;10;0;0,000000;0,000000
813;9,950000;10,000000;10,000000;10;0;0,000000;0,000000
814;9,980000;10,000000;10,000000;10;0;0,000000;0,000000
815;9,990000;10,000000;10,000000;10;0;0,000000;0,000000
816;9,990000;10,000000;10,000000;10;0;0,000000;0,000000
817;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
818;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
819;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
820;9,932000;10,000000;10,000000;10;0;0,000000;0,000000
821;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
822;9,958889;10,000000;10,000000;10;0;0,000000;0,000000
823;9,925000;10,000000;10,000000;10;0;0,000000;0,000000
824;9,950000;10,000000;10,000000;10;0;0,000000;0,000000
825;9,925000;10,000000;10,000000;10;0;0,000000;0,000000
826;9,900000;10,000000;10,000000;10;0;0,000000;0,000000
827;9,950000;10,000000;10,000000;10;0;0,000000;0,000000
828;9,985000;10,000000;10,000000;10;0;0,000000;0,000000
829;9,945000;10,000000;10,000000;10;0;0,000000;0,000000
830;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
831;9,995000;10,000000;10,000000;10;0;0,000000;0,000000
832;9,990000;10,000000;10,000000;10;0;0,000000;0,000000
833;9,915000;10,000000;10,000000;10;0;0,000000;0,000000
834;9,975000;10,000000;10,000000;10;0;0,000000;0,000000
835;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
836;9,940000;10,000000;10,000000;10;0;0,000000;0,000000
837;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
838;9,940000;10,000000;10,000000;10;0;0,000000;0,000000
839;9,925000;10,000000;10,000000;10;0;0,000000;0,000000
840;9,915000;10,000000;10,000000;10;0;0,000000;0,000000
841;9,890000;10,000000;10,000000;10;0;0,000000;0,000000
842;9,935000;10,000000;10,000000;10;0;0,000000;0,000000
843;9,935000;10,000000;10,000000;10;0;0,000000;0,000000
844;9,925000;10,000000;10,000000;10;0;0,000000;0,000000
845;9,930000;10,000000;10,000000;10;0;0,000000;0,000000
846;9,955000;10,000000;10,000000;10;0;0,000000;0,000000
847;9,955000;10,000000;10,000000;10;0;0,000000;0,000000
848;9,933333;10,000000;10,000000;10;0;0,000000;0,000000
849;9,985000;10,000000;10,000000;10;0;0,000000;0,000000
850;9,980000;10,000000;10,000000;10;0;0,000000;0,000000
851;9,967500;10,000000;10,000000;10;0;0,000000;0,000000
852;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
853;9,990000;10,000000;10,000000;10;0;0,000000;0,000000
854;9,985000;10,000000;10,000000;10;0;0,000000;0,000000
855;9,985000;10,000000;10,000000;10;0;0,000000;0,000000
856;9,921250;10,000000;10,000000;10;0;0,000000;0,000000
857;9,911250;10,000000;10,000000;10;0;0,000000;0,000000
858;9,970000;10,000000;10,000000;10;0;0,000000;0,000000
859;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
860;9,940000;10,000000;10,000000;10;0;0,000000;0,000000
861;9,888333;10,000000;10,000000;10;0;0,000000;0,000000
862;9,903333;10,000000;10,000000;10;0;0,000000;0,000000
863;9,856667;10,000000;10,000000;10;0;0,000000;0,000000
864;9,961667;10,000000;10,000000;10;0;0,000000;0,000000
865;9,951667;10,000000;10,000000;10;0;0,000000;0,000000
866;9,985000;10,000000;10,000000;10;0;0,000000;0,000000
867;9,985000;10,000000;10,000000;10;0;0,000000;0,000000
868;9,990000;10,000000;10,000000;10;0;0,000000;0,000000
869;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
870;9,995000;10,000000;10,000000;10;0;0,000000;0,000000
871;9,957000;10,000000;10,000000;10;0;0,000000;0,000000
872;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
873;9,945000;10,000000;10,000000;10;0;0,000000;0,000000
874;9,925000;10,000000;10,000000;10;0;0,000000;0,000000
875;9,908889;10,000000;10,000000;10;0;0,000000;0,000000
876;9,950000;10,000000;10,000000;10;0;0,000000;0,000000
877;9,935000;10,000000;10,000000;10;0;0,000000;0,000000
878;9,909375;10,000000;10,000000;10;0;0,000000;0,000000
879;9,925000;10,000000;10,000000;10;0;0,000000;0,000000
880;9,950000;10,000000;10,000000;10;0;0,000000;0,000000
881;9,935000;10,000000;10,000000;10;0;0,000000;0,000000
882;9,940000;10,000000;10,000000;10;0;0,000000;0,000000
883;9,960000;10,000000;10,000000;10;0;0,000000;0,000000
884;9,935000;10,000000;10,000000;10;0;0,000000;0,000000
885;9,920000;10,000000;10,000000;10;0;0,000000;0,000000
